holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
No Holiday,295.67,0.0,0.0,1,Haze,haze,2015-10-10 17:00:00,2875
No Holiday,294.66,0.0,0.0,1,Clear,sky is clear,2015-10-10 18:00:00,2826
No Holiday,293.0,0.0,0.0,1,Clear,sky is clear,2015-10-10 19:00:00,2579
No Holiday,292.71,0.0,0.0,40,Clouds,scattered clouds,2015-10-10 20:00:00,2126
No Holiday,292.36,0.0,0.0,1,Clear,sky is clear,2015-10-10 21:00:00,2675
No Holiday,292.07,0.0,0.0,1,Clear,sky is clear,2015-10-10 22:00:00,3688
No Holiday,291.83,0.0,0.0,1,Clear,sky is clear,2015-10-10 23:00:00,1798
No Holiday,291.36,0.0,0.0,1,Clear,sky is clear,2015-10-11 00:00:00,1143
No Holiday,290.38,0.0,0.0,1,Clear,sky is clear,2015-10-11 01:00:00,817
No Holiday,289.62,0.0,0.0,1,Clear,sky is clear,2015-10-11 02:00:00,502
No Holiday,289.22,0.0,0.0,1,Clear,sky is clear,2015-10-11 03:00:00,269
No Holiday,288.12,0.0,0.0,1,Clear,sky is clear,2015-10-11 04:00:00,215
No Holiday,287.47,0.0,0.0,1,Clear,sky is clear,2015-10-11 05:00:00,327
No Holiday,286.53,0.0,0.0,1,Clear,sky is clear,2015-10-11 07:00:00,725
No Holiday,286.37,0.0,0.0,5,Clear,sky is clear,2015-10-11 08:00:00,1247
No Holiday,289.31,0.0,0.0,1,Clear,sky is clear,2015-10-11 09:00:00,1827
No Holiday,290.46,0.0,0.0,5,Clear,sky is clear,2015-10-11 10:00:00,2316
No Holiday,294.29,0.0,0.0,1,Clear,sky is clear,2015-10-11 11:00:00,2475
No Holiday,296.45,0.0,0.0,1,Clear,sky is clear,2015-10-11 12:00:00,2662
No Holiday,298.27,0.0,0.0,1,Clear,sky is clear,2015-10-11 13:00:00,2598
No Holiday,300.18,0.0,0.0,1,Clear,sky is clear,2015-10-11 14:00:00,2667
No Holiday,300.57,0.0,0.0,1,Clear,sky is clear,2015-10-11 15:00:00,2723
No Holiday,301.73,0.0,0.0,1,Clear,sky is clear,2015-10-11 16:00:00,2855
No Holiday,301.3,0.0,0.0,1,Clear,sky is clear,2015-10-11 17:00:00,2726
No Holiday,300.67,0.0,0.0,1,Clear,sky is clear,2015-10-11 18:00:00,2474
No Holiday,296.42,0.0,0.0,1,Clear,sky is clear,2015-10-11 19:00:00,2228
No Holiday,295.85,0.0,0.0,1,Clear,sky is clear,2015-10-11 20:00:00,2446
No Holiday,295.74,0.0,0.0,1,Clear,sky is clear,2015-10-11 21:00:00,2175
No Holiday,295.76,0.0,0.0,1,Haze,haze,2015-10-11 22:00:00,1363
No Holiday,294.57,0.0,0.0,75,Haze,haze,2015-10-11 23:00:00,868
Columbus Day,293.02,0.0,0.0,1,Clear,sky is clear,2015-10-12 00:00:00,494
No Holiday,290.77,0.0,0.0,1,Clear,sky is clear,2015-10-12 02:00:00,210
No Holiday,289.34,0.0,0.0,1,Clear,sky is clear,2015-10-12 03:00:00,282
No Holiday,288.0,0.0,0.0,1,Clear,sky is clear,2015-10-12 04:00:00,846
No Holiday,286.99,0.0,0.0,1,Clear,sky is clear,2015-10-12 05:00:00,2651
No Holiday,286.9,0.0,0.0,20,Clouds,few clouds,2015-10-12 07:00:00,6241
No Holiday,287.33,0.0,0.0,90,Clouds,overcast clouds,2015-10-12 08:00:00,5368
No Holiday,287.72,0.0,0.0,90,Clouds,overcast clouds,2015-10-12 09:00:00,4573
No Holiday,287.29,0.0,0.0,90,Rain,proximity shower rain,2015-10-12 10:00:00,4216
No Holiday,286.62,0.0,0.0,90,Haze,haze,2015-10-12 11:00:00,4286
No Holiday,285.47,0.0,0.0,90,Haze,haze,2015-10-12 12:00:00,4481
No Holiday,285.47,0.0,0.0,90,Rain,moderate rain,2015-10-12 12:00:00,4481
No Holiday,284.13,0.25,0.0,90,Rain,moderate rain,2015-10-12 13:00:00,4549
No Holiday,284.13,0.25,0.0,90,Drizzle,drizzle,2015-10-12 13:00:00,4549
No Holiday,283.63,0.25,0.0,90,Rain,light rain,2015-10-12 14:00:00,4941
No Holiday,283.63,0.25,0.0,90,Drizzle,light intensity drizzle,2015-10-12 14:00:00,4941
No Holiday,283.66,0.0,0.0,90,Rain,light rain,2015-10-12 15:00:00,5384
No Holiday,283.66,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-12 15:00:00,5384
No Holiday,282.67,0.0,0.0,90,Rain,moderate rain,2015-10-12 16:00:00,6139
No Holiday,282.16,0.0,0.0,90,Rain,moderate rain,2015-10-12 17:00:00,5697
No Holiday,282.16,0.0,0.0,90,Haze,haze,2015-10-12 17:00:00,5697
No Holiday,282.16,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-12 17:00:00,5697
No Holiday,281.8,0.0,0.0,90,Rain,light rain,2015-10-12 18:00:00,4195
No Holiday,281.63,0.0,0.0,90,Clouds,overcast clouds,2015-10-12 19:00:00,2854
No Holiday,281.99,0.0,0.0,90,Clouds,overcast clouds,2015-10-12 20:00:00,2408
No Holiday,281.9,0.0,0.0,90,Clouds,overcast clouds,2015-10-12 21:00:00,2125
No Holiday,281.7,0.0,0.0,90,Clouds,overcast clouds,2015-10-12 22:00:00,1364
No Holiday,281.43,0.0,0.0,90,Clouds,overcast clouds,2015-10-12 23:00:00,864
No Holiday,281.16,0.0,0.0,90,Mist,mist,2015-10-13 00:00:00,444
No Holiday,281.16,0.0,0.0,90,Rain,light rain,2015-10-13 00:00:00,444
No Holiday,281.14,0.0,0.0,75,Drizzle,light intensity drizzle,2015-10-13 01:00:00,295
No Holiday,280.68,0.0,0.0,90,Clouds,overcast clouds,2015-10-13 02:00:00,251
No Holiday,280.75,0.0,0.0,90,Clouds,overcast clouds,2015-10-13 03:00:00,310
No Holiday,280.31,0.0,0.0,90,Clouds,overcast clouds,2015-10-13 04:00:00,867
No Holiday,280.21,0.0,0.0,90,Clouds,overcast clouds,2015-10-13 05:00:00,2847
No Holiday,279.78,0.0,0.0,90,Clouds,overcast clouds,2015-10-13 06:00:00,5983
No Holiday,279.65,0.0,0.0,90,Clouds,overcast clouds,2015-10-13 07:00:00,6465
No Holiday,279.73,0.0,0.0,75,Clouds,broken clouds,2015-10-13 08:00:00,5772
No Holiday,279.82,0.51,0.0,90,Rain,light rain,2015-10-13 09:00:00,5132
No Holiday,280.12,0.0,0.0,75,Clouds,broken clouds,2015-10-13 10:00:00,4429
No Holiday,281.65,0.0,0.0,1,Clear,sky is clear,2015-10-13 11:00:00,4533
No Holiday,283.62,0.0,0.0,1,Clear,sky is clear,2015-10-13 12:00:00,4864
No Holiday,285.16,0.0,0.0,1,Clear,sky is clear,2015-10-13 13:00:00,4769
No Holiday,286.39,0.0,0.0,1,Clear,sky is clear,2015-10-13 14:00:00,5301
No Holiday,287.87,0.0,0.0,1,Clear,sky is clear,2015-10-13 15:00:00,5759
No Holiday,287.73,0.0,0.0,5,Clear,sky is clear,2015-10-13 16:00:00,6367
No Holiday,287.9,0.0,0.0,1,Clear,sky is clear,2015-10-13 17:00:00,5827
No Holiday,286.46,0.0,0.0,1,Clear,sky is clear,2015-10-13 18:00:00,4711
No Holiday,283.86,0.0,0.0,1,Clear,sky is clear,2015-10-13 19:00:00,3313
No Holiday,282.6,0.0,0.0,5,Clear,sky is clear,2015-10-13 20:00:00,2898
No Holiday,279.87,0.0,0.0,1,Clear,sky is clear,2015-10-13 21:00:00,2424
No Holiday,279.08,0.0,0.0,1,Clear,sky is clear,2015-10-13 22:00:00,1665
No Holiday,278.65,0.0,0.0,1,Clear,sky is clear,2015-10-13 23:00:00,1409
No Holiday,278.19,0.0,0.0,1,Clear,sky is clear,2015-10-14 00:00:00,548
No Holiday,278.08,0.0,0.0,1,Clear,sky is clear,2015-10-14 01:00:00,349
No Holiday,276.44,0.0,0.0,1,Clear,sky is clear,2015-10-14 02:00:00,300
No Holiday,276.26,0.0,0.0,1,Clear,sky is clear,2015-10-14 03:00:00,336
No Holiday,284.99,0.0,0.0,1,Clear,sky is clear,2015-10-14 10:00:00,4541
No Holiday,292.81,0.0,0.0,1,Clear,sky is clear,2015-10-14 14:00:00,5461
No Holiday,293.08,0.0,0.0,1,Clear,sky is clear,2015-10-14 15:00:00,5720
No Holiday,292.84,0.0,0.0,1,Clear,sky is clear,2015-10-14 16:00:00,6401
No Holiday,292.28,0.0,0.0,40,Clouds,scattered clouds,2015-10-14 17:00:00,6179
No Holiday,289.92,0.0,0.0,40,Clouds,scattered clouds,2015-10-14 18:00:00,5122
No Holiday,286.15,0.0,0.0,1,Clear,sky is clear,2015-10-14 19:00:00,3654
No Holiday,285.18,0.0,0.0,5,Clear,sky is clear,2015-10-14 20:00:00,2884
No Holiday,284.75,0.0,0.0,1,Clear,sky is clear,2015-10-14 21:00:00,2565
No Holiday,284.86,0.0,0.0,1,Clear,sky is clear,2015-10-14 22:00:00,1682
No Holiday,284.75,0.0,0.0,1,Clear,sky is clear,2015-10-14 23:00:00,992
No Holiday,284.38,0.0,0.0,1,Clear,sky is clear,2015-10-15 00:00:00,600
No Holiday,281.33,0.0,0.0,1,Clear,sky is clear,2015-10-15 02:00:00,265
No Holiday,280.69,0.0,0.0,1,Clear,sky is clear,2015-10-15 03:00:00,362
No Holiday,280.48,0.0,0.0,1,Clear,sky is clear,2015-10-15 04:00:00,879
No Holiday,281.01,0.0,0.0,1,Clear,sky is clear,2015-10-15 06:00:00,5687
No Holiday,280.47,0.0,0.0,1,Clear,sky is clear,2015-10-15 07:00:00,6382
No Holiday,280.72,0.0,0.0,1,Clear,sky is clear,2015-10-15 08:00:00,5290
No Holiday,281.2,0.0,0.0,1,Clear,sky is clear,2015-10-15 09:00:00,5191
No Holiday,284.56,0.0,0.0,1,Clear,sky is clear,2015-10-15 10:00:00,4650
No Holiday,286.16,0.0,0.0,1,Clear,sky is clear,2015-10-15 11:00:00,5033
No Holiday,286.67,0.0,0.0,1,Clear,sky is clear,2015-10-15 12:00:00,5084
No Holiday,287.3,0.0,0.0,75,Clouds,broken clouds,2015-10-15 13:00:00,5056
No Holiday,287.77,0.0,0.0,40,Clouds,scattered clouds,2015-10-15 14:00:00,5353
No Holiday,287.47,0.0,0.0,40,Clouds,scattered clouds,2015-10-15 15:00:00,5880
No Holiday,287.6,0.0,0.0,40,Clouds,scattered clouds,2015-10-15 16:00:00,6431
No Holiday,286.62,0.0,0.0,75,Clouds,broken clouds,2015-10-15 17:00:00,5834
No Holiday,286.14,0.0,0.0,40,Clouds,scattered clouds,2015-10-15 18:00:00,4679
No Holiday,284.26,0.0,0.0,40,Clouds,scattered clouds,2015-10-15 19:00:00,3469
No Holiday,283.95,0.0,0.0,1,Clear,sky is clear,2015-10-15 20:00:00,2819
No Holiday,282.73,0.0,0.0,1,Clear,sky is clear,2015-10-15 21:00:00,2815
No Holiday,282.23,0.0,0.0,1,Clear,sky is clear,2015-10-15 22:00:00,2048
No Holiday,276.8,0.0,0.0,1,Clear,sky is clear,2015-10-16 02:00:00,369
No Holiday,275.92,0.0,0.0,1,Clear,sky is clear,2015-10-16 03:00:00,375
No Holiday,275.13,0.0,0.0,1,Clear,sky is clear,2015-10-16 04:00:00,815
No Holiday,273.98,0.0,0.0,1,Clear,sky is clear,2015-10-16 08:00:00,5024
No Holiday,274.4,0.0,0.0,40,Clouds,scattered clouds,2015-10-16 09:00:00,4789
No Holiday,276.78,0.0,0.0,1,Clear,sky is clear,2015-10-16 10:00:00,4623
No Holiday,277.93,0.0,0.0,1,Clear,sky is clear,2015-10-16 11:00:00,5039
No Holiday,279.04,0.0,0.0,1,Clear,sky is clear,2015-10-16 12:00:00,5161
No Holiday,280.23,0.0,0.0,1,Clear,sky is clear,2015-10-16 13:00:00,5307
No Holiday,273.03,0.0,0.0,1,Clear,sky is clear,2015-10-17 03:00:00,360
No Holiday,273.27,0.0,0.0,1,Clear,sky is clear,2015-10-17 04:00:00,429
No Holiday,273.32,0.0,0.0,1,Clear,sky is clear,2015-10-17 05:00:00,755
No Holiday,273.16,0.0,0.0,1,Clear,sky is clear,2015-10-17 06:00:00,1203
No Holiday,272.99,0.0,0.0,1,Clear,sky is clear,2015-10-17 07:00:00,1956
No Holiday,276.36,0.0,0.0,1,Clear,sky is clear,2015-10-17 10:00:00,4202
No Holiday,284.61,0.0,0.0,1,Clear,sky is clear,2015-10-17 14:00:00,4378
No Holiday,284.15,0.0,0.0,1,Clear,sky is clear,2015-10-17 18:00:00,4148
No Holiday,281.66,0.0,0.0,1,Clear,sky is clear,2015-10-17 19:00:00,3632
No Holiday,277.54,0.0,0.0,1,Clear,sky is clear,2015-10-17 20:00:00,2966
No Holiday,274.57,0.0,0.0,1,Clear,sky is clear,2015-10-17 22:00:00,2556
No Holiday,273.49,0.0,0.0,1,Clear,sky is clear,2015-10-18 01:00:00,883
No Holiday,272.88,0.0,0.0,1,Mist,mist,2015-10-18 02:00:00,660
No Holiday,272.82,0.0,0.0,1,Mist,mist,2015-10-18 03:00:00,382
No Holiday,272.61,0.0,0.0,1,Mist,mist,2015-10-18 04:00:00,332
No Holiday,272.62,0.0,0.0,1,Mist,mist,2015-10-18 05:00:00,544
No Holiday,272.95,0.0,0.0,1,Mist,mist,2015-10-18 06:00:00,832
No Holiday,273.08,0.0,0.0,1,Mist,mist,2015-10-18 07:00:00,1272
No Holiday,274.29,0.0,0.0,1,Clear,sky is clear,2015-10-18 08:00:00,2131
No Holiday,281.79,0.0,0.0,1,Clear,sky is clear,2015-10-18 10:00:00,4080
No Holiday,289.28,0.0,0.0,1,Clear,sky is clear,2015-10-18 14:00:00,4323
No Holiday,290.5,0.0,0.0,1,Clear,sky is clear,2015-10-18 15:00:00,4394
No Holiday,290.29,0.0,0.0,1,Clear,sky is clear,2015-10-18 16:00:00,4380
No Holiday,286.55,0.0,0.0,1,Clear,sky is clear,2015-10-18 19:00:00,3512
No Holiday,285.75,0.0,0.0,1,Clear,sky is clear,2015-10-18 20:00:00,2865
No Holiday,285.62,0.0,0.0,1,Clear,sky is clear,2015-10-18 21:00:00,2256
No Holiday,285.01,0.0,0.0,1,Clear,sky is clear,2015-10-18 22:00:00,1513
No Holiday,284.93,0.0,0.0,1,Clear,sky is clear,2015-10-18 23:00:00,968
No Holiday,284.88,0.0,0.0,1,Clear,sky is clear,2015-10-19 00:00:00,548
No Holiday,284.79,0.0,0.0,1,Clear,sky is clear,2015-10-19 02:00:00,256
No Holiday,284.79,0.0,0.0,1,Clear,sky is clear,2015-10-19 03:00:00,313
No Holiday,284.87,0.0,0.0,1,Clear,sky is clear,2015-10-19 04:00:00,893
No Holiday,285.43,0.0,0.0,1,Clear,sky is clear,2015-10-19 05:00:00,2764
No Holiday,286.01,0.0,0.0,1,Clear,sky is clear,2015-10-19 06:00:00,5769
No Holiday,286.08,0.0,0.0,1,Clear,sky is clear,2015-10-19 07:00:00,6383
No Holiday,289.51,0.0,0.0,1,Clear,sky is clear,2015-10-19 10:00:00,4131
No Holiday,291.15,0.0,0.0,1,Clear,sky is clear,2015-10-19 11:00:00,4441
No Holiday,292.3,0.0,0.0,90,Rain,light rain,2015-10-19 12:00:00,4677
No Holiday,294.51,0.0,0.0,40,Clouds,scattered clouds,2015-10-19 14:00:00,5101
No Holiday,294.94,0.0,0.0,40,Clouds,scattered clouds,2015-10-19 15:00:00,5684
No Holiday,296.46,0.0,0.0,1,Thunderstorm,thunderstorm,2015-10-19 16:00:00,6414
No Holiday,293.14,0.0,0.0,40,Haze,haze,2015-10-19 18:00:00,4394
No Holiday,291.9,0.0,0.0,40,Rain,light rain,2015-10-19 19:00:00,3147
No Holiday,288.5,0.0,0.0,1,Clear,sky is clear,2015-10-19 20:00:00,2522
No Holiday,287.22,0.0,0.0,1,Clear,sky is clear,2015-10-19 21:00:00,2179
No Holiday,286.69,0.0,0.0,1,Clear,sky is clear,2015-10-19 22:00:00,1511
No Holiday,285.43,0.0,0.0,1,Clear,sky is clear,2015-10-19 23:00:00,904
No Holiday,283.92,0.0,0.0,1,Clear,sky is clear,2015-10-20 05:00:00,2869
No Holiday,284.69,0.0,0.0,1,Clear,sky is clear,2015-10-20 09:00:00,5078
No Holiday,286.38,0.0,0.0,1,Clear,sky is clear,2015-10-20 10:00:00,4558
No Holiday,289.73,0.0,0.0,1,Clear,sky is clear,2015-10-20 12:00:00,4811
No Holiday,290.72,0.0,0.0,1,Clear,sky is clear,2015-10-20 13:00:00,4808
No Holiday,291.19,0.0,0.0,1,Clear,sky is clear,2015-10-20 14:00:00,5156
No Holiday,292.07,0.0,0.0,1,Clear,sky is clear,2015-10-20 15:00:00,5891
No Holiday,292.22,0.0,0.0,1,Clear,sky is clear,2015-10-20 17:00:00,6192
No Holiday,289.12,0.0,0.0,1,Clear,sky is clear,2015-10-20 19:00:00,3372
No Holiday,288.02,0.0,0.0,1,Clear,sky is clear,2015-10-20 20:00:00,2865
No Holiday,287.28,0.0,0.0,40,Clouds,scattered clouds,2015-10-20 21:00:00,2469
No Holiday,286.81,0.0,0.0,1,Clear,sky is clear,2015-10-20 22:00:00,1568
No Holiday,286.52,0.0,0.0,1,Rain,light rain,2015-10-20 23:00:00,957
No Holiday,286.04,0.0,0.0,1,Rain,light rain,2015-10-21 00:00:00,487
No Holiday,285.45,0.0,0.0,40,Rain,moderate rain,2015-10-21 03:00:00,327
No Holiday,285.02,0.0,0.0,1,Clear,sky is clear,2015-10-21 04:00:00,913
No Holiday,284.57,0.0,0.0,1,Clear,sky is clear,2015-10-21 05:00:00,2840
No Holiday,283.98,0.0,0.0,1,Clear,sky is clear,2015-10-21 06:00:00,5882
No Holiday,284.07,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 07:00:00,5492
No Holiday,285.36,0.25,0.0,1,Rain,light rain,2015-10-21 09:00:00,5586
No Holiday,286.5,0.0,0.0,1,Clear,sky is clear,2015-10-21 10:00:00,4551
No Holiday,287.67,0.0,0.0,1,Clear,sky is clear,2015-10-21 11:00:00,4711
No Holiday,288.94,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 12:00:00,4969
No Holiday,289.61,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 13:00:00,4963
No Holiday,289.46,0.0,0.0,1,Clear,sky is clear,2015-10-21 14:00:00,5312
No Holiday,289.83,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 15:00:00,5659
No Holiday,288.79,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 16:00:00,6378
No Holiday,287.51,0.0,0.0,1,Clear,sky is clear,2015-10-21 17:00:00,6349
No Holiday,285.64,0.0,0.0,1,Clear,sky is clear,2015-10-21 18:00:00,4724
No Holiday,283.65,0.0,0.0,1,Clear,sky is clear,2015-10-21 19:00:00,3420
No Holiday,282.3,0.0,0.0,1,Clear,sky is clear,2015-10-21 20:00:00,3054
No Holiday,280.42,0.0,0.0,1,Clear,sky is clear,2015-10-21 22:00:00,1783
No Holiday,279.34,0.0,0.0,1,Clear,sky is clear,2015-10-21 23:00:00,1025
No Holiday,278.44,0.0,0.0,1,Clear,sky is clear,2015-10-22 00:00:00,560
No Holiday,277.17,0.0,0.0,1,Clear,sky is clear,2015-10-22 01:00:00,358
No Holiday,276.56,0.0,0.0,1,Clear,sky is clear,2015-10-22 02:00:00,261
No Holiday,276.22,0.0,0.0,1,Clear,sky is clear,2015-10-22 03:00:00,368
No Holiday,275.69,0.0,0.0,1,Clear,sky is clear,2015-10-22 04:00:00,885
No Holiday,275.55,0.0,0.0,1,Clear,sky is clear,2015-10-22 05:00:00,2766
No Holiday,275.4,0.0,0.0,1,Clear,sky is clear,2015-10-22 06:00:00,5859
No Holiday,275.24,0.0,0.0,1,Mist,mist,2015-10-22 07:00:00,6464
No Holiday,275.08,0.0,0.0,1,Mist,mist,2015-10-22 08:00:00,5808
No Holiday,278.2,0.0,0.0,1,Mist,mist,2015-10-22 09:00:00,5220
No Holiday,281.53,0.0,0.0,1,Haze,haze,2015-10-22 10:00:00,4583
No Holiday,285.09,0.0,0.0,1,Clear,sky is clear,2015-10-22 11:00:00,4746
No Holiday,287.45,0.0,0.0,1,Haze,haze,2015-10-22 12:00:00,5130
No Holiday,288.81,0.0,0.0,1,Clear,sky is clear,2015-10-22 13:00:00,4913
No Holiday,290.38,0.0,0.0,1,Clear,sky is clear,2015-10-22 15:00:00,5844
No Holiday,290.0,0.0,0.0,1,Clear,sky is clear,2015-10-22 16:00:00,6432
No Holiday,287.04,0.0,0.0,1,Clear,sky is clear,2015-10-22 18:00:00,4815
No Holiday,282.42,0.0,0.0,1,Clear,sky is clear,2015-10-22 20:00:00,3094
No Holiday,282.17,0.0,0.0,90,Haze,haze,2015-10-22 21:00:00,3613
No Holiday,283.27,0.0,0.0,1,Clear,sky is clear,2015-10-22 22:00:00,3674
No Holiday,283.07,0.0,0.0,1,Rain,light rain,2015-10-23 00:00:00,652
No Holiday,283.07,0.0,0.0,1,Drizzle,light intensity drizzle,2015-10-23 00:00:00,652
No Holiday,283.52,0.51,0.0,75,Rain,light rain,2015-10-23 01:00:00,405
No Holiday,283.98,0.0,0.0,75,Rain,light rain,2015-10-23 02:00:00,346
No Holiday,284.54,0.0,0.0,90,Rain,light rain,2015-10-23 03:00:00,417
No Holiday,284.54,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-23 03:00:00,417
No Holiday,283.98,0.0,0.0,90,Rain,moderate rain,2015-10-23 05:00:00,2589
No Holiday,284.0,0.0,0.0,90,Rain,light rain,2015-10-23 06:00:00,5525
No Holiday,283.29,0.0,0.0,90,Rain,heavy intensity rain,2015-10-23 07:00:00,5776
No Holiday,282.36,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-23 09:00:00,4961
No Holiday,282.36,0.0,0.0,90,Rain,moderate rain,2015-10-23 09:00:00,4961
No Holiday,282.61,0.0,0.0,90,Rain,light rain,2015-10-23 10:00:00,4667
No Holiday,282.61,0.0,0.0,90,Drizzle,drizzle,2015-10-23 10:00:00,4667
No Holiday,282.61,0.0,0.0,90,Rain,moderate rain,2015-10-23 11:00:00,5013
No Holiday,282.61,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-23 11:00:00,5013
No Holiday,281.75,0.0,0.0,1,Clear,sky is clear,2015-10-27 08:00:00,5957
No Holiday,282.58,0.0,0.0,1,Clear,sky is clear,2015-10-27 10:00:00,4549
No Holiday,284.21,0.0,0.0,90,Clouds,overcast clouds,2015-10-27 12:00:00,4780
No Holiday,285.36,0.0,0.0,1,Clear,sky is clear,2015-10-27 13:00:00,4781
No Holiday,285.81,0.0,0.0,90,Clouds,overcast clouds,2015-10-27 15:00:00,5746
No Holiday,285.72,0.0,0.0,75,Clouds,broken clouds,2015-10-27 17:00:00,6324
No Holiday,285.15,0.0,0.0,90,Rain,moderate rain,2015-10-27 19:00:00,3157
No Holiday,285.15,0.0,0.0,90,Drizzle,drizzle,2015-10-27 19:00:00,3157
No Holiday,283.44,0.0,0.0,90,Rain,heavy intensity rain,2015-10-27 21:00:00,3469
No Holiday,283.44,0.0,0.0,90,Mist,mist,2015-10-27 21:00:00,3469
No Holiday,283.44,0.0,0.0,90,Drizzle,drizzle,2015-10-27 21:00:00,3469
No Holiday,282.15,0.0,0.0,90,Rain,moderate rain,2015-10-27 23:00:00,1042
No Holiday,282.15,0.0,0.0,90,Mist,mist,2015-10-27 23:00:00,1042
No Holiday,282.15,0.0,0.0,90,Drizzle,drizzle,2015-10-27 23:00:00,1042
No Holiday,281.43,0.0,0.0,90,Rain,moderate rain,2015-10-28 00:00:00,507
No Holiday,281.43,0.0,0.0,90,Mist,mist,2015-10-28 00:00:00,507
No Holiday,281.43,0.0,0.0,90,Drizzle,drizzle,2015-10-28 00:00:00,507
No Holiday,281.43,0.0,0.0,90,Rain,moderate rain,2015-10-28 01:00:00,339
No Holiday,281.43,0.0,0.0,90,Mist,mist,2015-10-28 01:00:00,339
No Holiday,281.43,0.0,0.0,90,Drizzle,drizzle,2015-10-28 01:00:00,339
No Holiday,281.29,0.0,0.0,90,Rain,moderate rain,2015-10-28 04:00:00,910
No Holiday,281.29,0.0,0.0,90,Mist,mist,2015-10-28 04:00:00,910
No Holiday,281.29,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-28 04:00:00,910
No Holiday,281.15,0.0,0.0,90,Rain,moderate rain,2015-10-28 06:00:00,5687
No Holiday,281.15,0.0,0.0,90,Mist,mist,2015-10-28 06:00:00,5687
No Holiday,281.15,0.0,0.0,90,Drizzle,drizzle,2015-10-28 06:00:00,5687
No Holiday,280.93,0.0,0.0,90,Rain,moderate rain,2015-10-28 08:00:00,5329
No Holiday,280.93,0.0,0.0,90,Mist,mist,2015-10-28 08:00:00,5329
No Holiday,280.93,0.0,0.0,90,Drizzle,drizzle,2015-10-28 08:00:00,5329
No Holiday,280.77,0.0,0.0,90,Rain,moderate rain,2015-10-28 10:00:00,4642
No Holiday,280.77,0.0,0.0,90,Mist,mist,2015-10-28 10:00:00,4642
No Holiday,280.77,0.0,0.0,90,Drizzle,drizzle,2015-10-28 10:00:00,4642
No Holiday,278.01,0.0,0.0,90,Rain,light rain,2015-10-28 12:00:00,4865
No Holiday,278.01,0.0,0.0,90,Mist,mist,2015-10-28 12:00:00,4865
No Holiday,278.01,0.0,0.0,90,Drizzle,drizzle,2015-10-28 12:00:00,4865
No Holiday,276.58,0.0,0.0,90,Rain,moderate rain,2015-10-28 13:00:00,4958
No Holiday,276.58,0.0,0.0,90,Mist,mist,2015-10-28 13:00:00,4958
No Holiday,276.58,0.0,0.0,90,Drizzle,drizzle,2015-10-28 13:00:00,4958
No Holiday,275.86,0.0,0.0,90,Rain,light rain,2015-10-28 15:00:00,5691
No Holiday,275.86,0.0,0.0,90,Snow,light rain and snow,2015-10-28 15:00:00,5691
No Holiday,275.86,0.0,0.0,90,Mist,mist,2015-10-28 15:00:00,5691
No Holiday,275.86,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-28 15:00:00,5691
No Holiday,275.58,0.0,0.0,90,Rain,light rain,2015-10-28 17:00:00,5848
No Holiday,275.58,0.0,0.0,90,Snow,light snow,2015-10-28 17:00:00,5848
No Holiday,275.58,0.0,0.0,90,Mist,mist,2015-10-28 17:00:00,5848
No Holiday,275.58,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-28 17:00:00,5848
No Holiday,274.95,0.0,0.0,90,Snow,light snow,2015-10-28 19:00:00,3172
No Holiday,274.95,0.0,0.0,90,Rain,light rain,2015-10-28 19:00:00,3172
No Holiday,274.95,0.0,0.0,90,Mist,mist,2015-10-28 19:00:00,3172
No Holiday,274.55,0.0,0.0,90,Snow,light snow,2015-10-28 21:00:00,2398
No Holiday,274.55,0.0,0.0,90,Mist,mist,2015-10-28 21:00:00,2398
No Holiday,274.55,0.0,0.0,90,Rain,light rain,2015-10-28 21:00:00,2398
No Holiday,274.48,0.0,0.0,90,Snow,light snow,2015-10-28 23:00:00,935
No Holiday,274.48,0.0,0.0,90,Mist,mist,2015-10-28 23:00:00,935
No Holiday,274.48,0.0,0.0,90,Rain,light rain,2015-10-28 23:00:00,935
No Holiday,275.08,0.0,0.0,90,Snow,light snow,2015-10-29 01:00:00,317
No Holiday,275.08,0.0,0.0,90,Mist,mist,2015-10-29 01:00:00,317
No Holiday,275.08,0.0,0.0,90,Rain,moderate rain,2015-10-29 01:00:00,317
No Holiday,275.55,0.0,0.0,90,Rain,moderate rain,2015-10-29 02:00:00,229
No Holiday,275.55,0.0,0.0,90,Drizzle,drizzle,2015-10-29 02:00:00,229
No Holiday,276.08,0.0,0.0,90,Rain,moderate rain,2015-10-29 04:00:00,888
No Holiday,276.08,0.0,0.0,90,Drizzle,drizzle,2015-10-29 04:00:00,888
